Age,Gender,User_Type,Dataset_Source,Region,Region_Group,Screen_Time,Social_Media_Hours,Gaming_Hours,Work_Study_Hours,Sleep_Hours,Stress_Level,Anxiety_Level,Depression_Level,Notifications_Per_Day,Addiction_Level,Productivity_Impact,Physical_Activity,Caffeine_Intake,Stress_Level_Raw,Age_Group,Behavioral_Risk_Index,Addiction_Category,Productivity_Flag
27,Other,Mixed,Smartphone_Addiction,Global,Global,5.71,2.98,1.96,5.13,7.68,0.009615384615384616,,,101.0,,No,,,1.0,Young Adult,0.9123846153846156,Unknown,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,4.12,3.91,2.39,4.48,7.87,0.01963141025641026,,,208.0,,No,,,2.0,Young Adult,0.460389423076923,Unknown,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,5.75,1.77,2.3,3.73,5.75,0.0296474358974359,,,238.0,,Yes,,,3.0,Young Adult,1.1368942307692302,Unknown,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,7.22,4.32,1.34,1.59,8.22,0.009615384615384616,,,231.0,0.3333333333333333,Yes,,,1.0,Adult,1.5338846153846153,Moderate,1
25,Female,Mixed,Smartphone_Addiction,Global,Global,5.5,1.87,3.59,4.24,4.73,0.009615384615384616,,,78.0,,Yes,,,1.0,Young Adult,1.262384615384615,Unknown,1
26,Female,Mixed,Smartphone_Addiction,Global,Global,3.19,3.64,1.5,4.43,6.56,0.009615384615384616,,,34.0,,No,,,1.0,Young Adult,0.3533846153846152,Unknown,1
19,Other,Mixed,Smartphone_Addiction,Global,Global,4.13,5.02,1.31,5.0,6.69,0.01963141025641026,,,42.0,0.3333333333333333,No,,,2.0,Teen,0.8663894230769227,Moderate,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,8.71,4.34,1.09,1.34,7.41,0.01963141025641026,,,195.0,0.3333333333333333,No,,,2.0,Young Adult,2.223389423076923,Moderate,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,6.34,2.55,0.35,2.26,6.8,0.0296474358974359,,,228.0,,Yes,,,3.0,Young Adult,1.2503942307692304,Unknown,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,11.13,2.42,2.97,4.51,5.9,0.01963141025641026,,,85.0,1.0,Yes,,,2.0,Young Adult,3.084389423076923,High,1
33,Female,Mixed,Smartphone_Addiction,Global,Global,10.72,2.23,1.98,1.17,8.69,0.0296474358974359,,,130.0,1.0,Yes,,,3.0,Adult,2.35739423076923,High,1
25,Female,Mixed,Smartphone_Addiction,Global,Global,3.16,4.81,0.48,2.76,8.3,0.0296474358974359,,,39.0,0.3333333333333333,No,,,3.0,Young Adult,0.17639423076923044,Moderate,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,3.08,4.79,1.83,5.67,5.91,0.0296474358974359,,,94.0,1.0,No,,,3.0,Young Adult,0.6233942307692305,High,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,8.36,3.03,0.31,1.54,5.47,0.0296474358974359,,,128.0,0.3333333333333333,Yes,,,3.0,Adult,2.2953942307692303,Moderate,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,3.71,2.06,3.02,4.53,8.32,0.01963141025641026,,,207.0,,Yes,,,2.0,Teen,-0.05061057692307708,Unknown,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,10.19,5.43,2.63,2.62,5.59,0.0296474358974359,,,153.0,1.0,No,,,3.0,Young Adult,3.27189423076923,High,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,10.36,2.44,1.68,3.78,8.97,0.01963141025641026,,,180.0,1.0,No,,,2.0,Adult,2.203889423076922,High,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,9.83,2.59,0.7,0.69,6.66,0.009615384615384616,,,59.0,1.0,Yes,,,1.0,Adult,2.4998846153846155,High,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,8.69,3.02,1.41,2.05,6.6,0.009615384615384616,,,77.0,1.0,Yes,,,1.0,Young Adult,2.1773846153846153,High,1
32,Female,Mixed,Smartphone_Addiction,Global,Global,11.57,3.36,2.39,3.96,7.06,0.01963141025641026,,,46.0,1.0,Yes,,,2.0,Adult,3.147389423076923,High,1
20,Male,Mixed,Smartphone_Addiction,Global,Global,5.34,3.14,2.26,5.69,6.21,0.009615384615384616,,,151.0,,No,,,1.0,Young Adult,1.100884615384615,Unknown,1
20,Other,Mixed,Smartphone_Addiction,Global,Global,6.82,2.45,0.18,4.18,8.08,0.01963141025641026,,,230.0,,Yes,,,2.0,Young Adult,1.144389423076923,Unknown,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,11.24,4.11,0.84,5.63,4.57,0.01963141025641026,,,28.0,1.0,No,,,2.0,Teen,3.6423894230769225,High,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,9.93,4.37,1.93,1.83,7.55,0.0296474358974359,,,45.0,0.3333333333333333,No,,,3.0,Young Adult,2.6298942307692306,Moderate,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,10.56,1.09,1.13,3.14,5.19,0.0296474358974359,,,238.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.8303942307692305,Moderate,1
27,Other,Mixed,Smartphone_Addiction,Global,Global,6.03,0.63,0.23,2.38,7.15,0.0296474358974359,,,28.0,,Yes,,,3.0,Young Adult,0.7838942307692305,Unknown,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,6.61,3.02,2.08,3.13,5.89,0.009615384615384616,,,44.0,,No,,,1.0,Adult,1.5913846153846154,Unknown,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,9.95,0.83,0.12,0.94,5.51,0.009615384615384616,,,60.0,1.0,Yes,,,1.0,Young Adult,2.5078846153846146,High,1
26,Female,Mixed,Smartphone_Addiction,Global,Global,3.96,5.95,2.27,4.04,5.91,0.009615384615384616,,,89.0,0.3333333333333333,No,,,1.0,Young Adult,1.099384615384615,Moderate,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,7.7,4.89,0.63,2.35,6.54,0.009615384615384616,,,103.0,0.3333333333333333,Yes,,,1.0,Young Adult,2.1233846153846154,Moderate,1
19,Female,Mixed,Smartphone_Addiction,Global,Global,4.17,5.43,1.15,2.55,7.85,0.009615384615384616,,,135.0,0.3333333333333333,No,,,1.0,Teen,0.706884615384615,Moderate,1
21,Other,Mixed,Smartphone_Addiction,Global,Global,11.31,5.18,0.66,5.24,8.47,0.01963141025641026,,,23.0,0.3333333333333333,No,,,2.0,Young Adult,3.0473894230769227,Moderate,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,10.21,5.17,0.87,1.2,6.87,0.0296474358974359,,,95.0,1.0,Yes,,,3.0,Adult,2.9838942307692307,High,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,3.75,1.27,1.56,2.28,6.98,0.009615384615384616,,,227.0,,Yes,,,1.0,Adult,0.10988461538461525,Unknown,1
26,Female,Mixed,Smartphone_Addiction,Global,Global,9.25,1.32,2.15,5.1,5.36,0.009615384615384616,,,38.0,0.3333333333333333,No,,,1.0,Young Adult,2.3663846153846153,Moderate,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,3.37,5.69,3.35,5.29,8.61,0.01963141025641026,,,28.0,1.0,Yes,,,2.0,Young Adult,0.31688942307692314,High,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,9.03,2.75,1.53,0.63,6.54,0.0296474358974359,,,220.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.27389423076923,Moderate,1
22,Male,Mixed,Smartphone_Addiction,Global,Global,9.6,5.16,1.51,4.12,7.2,0.01963141025641026,,,247.0,1.0,Yes,,,2.0,Young Adult,2.6998894230769226,High,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,4.98,0.93,0.37,4.66,6.82,0.01963141025641026,,,48.0,,Yes,,,2.0,Teen,0.524389423076923,Unknown,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,4.41,4.0,1.78,3.73,4.51,0.01963141025641026,,,99.0,,No,,,2.0,Young Adult,1.247389423076923,Unknown,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,10.13,4.94,3.61,2.99,5.83,0.009615384615384616,,,229.0,0.3333333333333333,Yes,,,1.0,Young Adult,3.1233846153846154,Moderate,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,5.36,4.94,3.05,2.64,5.92,0.0296474358974359,,,52.0,1.0,No,,,3.0,Young Adult,1.4418942307692308,High,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,9.53,0.65,0.86,5.96,6.52,0.0296474358974359,,,86.0,0.3333333333333333,No,,,3.0,Adult,2.1378942307692306,Moderate,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,5.22,1.09,0.92,4.61,8.99,0.0296474358974359,,,93.0,,No,,,3.0,Young Adult,0.2013942307692305,Unknown,1
18,Female,Mixed,Smartphone_Addiction,Global,Global,10.5,0.59,0.67,4.67,6.53,0.0296474358974359,,,79.0,1.0,Yes,,,3.0,Teen,2.46639423076923,High,1
30,Female,Mixed,Smartphone_Addiction,Global,Global,5.17,4.27,0.14,0.65,6.9,0.01963141025641026,,,123.0,0.3333333333333333,Yes,,,2.0,Adult,1.075889423076923,Moderate,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,6.57,2.64,1.15,0.84,6.48,0.01963141025641026,,,153.0,0.3333333333333333,No,,,2.0,Young Adult,1.4053894230769228,Moderate,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,7.65,3.07,3.59,1.86,8.14,0.01963141025641026,,,26.0,,No,,,2.0,Young Adult,1.5158894230769226,Unknown,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,7.38,5.76,3.45,4.1,5.91,0.009615384615384616,,,99.0,1.0,Yes,,,1.0,Adult,2.2678846153846153,High,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,4.0,5.37,1.77,3.66,7.92,0.01963141025641026,,,233.0,0.3333333333333333,Yes,,,2.0,Young Adult,0.6273894230769229,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,5.58,0.97,3.89,2.46,8.32,0.009615384615384616,,,128.0,,Yes,,,1.0,Young Adult,0.43738461538461504,Unknown,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,11.86,5.59,1.5,1.39,7.05,0.009615384615384616,,,47.0,0.3333333333333333,Yes,,,1.0,Adult,3.5823846153846146,Moderate,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,11.16,5.32,3.03,2.21,7.63,0.0296474358974359,,,169.0,1.0,No,,,3.0,Young Adult,3.18689423076923,High,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,9.46,5.76,2.45,4.06,6.55,0.0296474358974359,,,46.0,1.0,No,,,3.0,Adult,2.8738942307692303,High,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,5.46,3.22,2.89,5.61,5.38,0.0296474358974359,,,211.0,,No,,,3.0,Young Adult,1.3268942307692306,Unknown,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,10.52,1.34,1.92,4.97,6.99,0.009615384615384616,,,189.0,1.0,Yes,,,1.0,Young Adult,2.487884615384615,High,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,10.12,5.42,1.93,3.85,6.48,0.01963141025641026,,,28.0,1.0,Yes,,,2.0,Young Adult,3.064889423076922,High,1
28,Female,Mixed,Smartphone_Addiction,Global,Global,7.16,1.19,3.52,1.17,5.11,0.0296474358974359,,,26.0,0.3333333333333333,Yes,,,3.0,Young Adult,1.6713942307692302,Moderate,1
30,Female,Mixed,Smartphone_Addiction,Global,Global,5.72,1.65,2.37,4.32,6.52,0.0296474358974359,,,46.0,,No,,,3.0,Adult,0.9543942307692302,Unknown,1
18,Female,Mixed,Smartphone_Addiction,Global,Global,10.62,1.77,2.87,1.88,5.1,0.01963141025641026,,,198.0,0.3333333333333333,No,,,2.0,Teen,2.9683894230769226,Moderate,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,4.14,5.09,2.59,2.31,7.3,0.009615384615384616,,,64.0,0.3333333333333333,Yes,,,1.0,Young Adult,0.7553846153846152,Moderate,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,3.75,2.3,0.3,0.89,7.13,0.01963141025641026,,,69.0,,Yes,,,2.0,Teen,0.2373894230769229,Unknown,1
25,Female,Mixed,Smartphone_Addiction,Global,Global,3.01,4.2,2.22,1.27,7.94,0.01963141025641026,,,155.0,1.0,Yes,,,2.0,Young Adult,0.10138942307692289,High,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,4.77,5.63,0.29,1.95,5.68,0.01963141025641026,,,51.0,1.0,Yes,,,2.0,Young Adult,1.3838894230769228,High,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,9.52,0.89,0.55,5.93,7.97,0.009615384615384616,,,155.0,1.0,Yes,,,1.0,Young Adult,1.8743846153846153,High,1
20,Male,Mixed,Smartphone_Addiction,Global,Global,7.74,5.91,3.29,1.17,6.23,0.0296474358974359,,,183.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.3583942307692305,Moderate,1
24,Female,Mixed,Smartphone_Addiction,Global,Global,6.72,4.71,2.76,2.9,5.57,0.0296474358974359,,,149.0,1.0,Yes,,,3.0,Young Adult,1.9533942307692302,High,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,5.47,5.1,0.59,4.8,7.5,0.0296474358974359,,,202.0,1.0,Yes,,,3.0,Adult,1.1883942307692306,High,1
35,Other,Mixed,Smartphone_Addiction,Global,Global,4.34,5.38,3.22,4.93,8.6,0.009615384615384616,,,64.0,1.0,No,,,1.0,Adult,0.6088846153846152,High,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,10.61,1.41,0.75,1.52,7.27,0.0296474358974359,,,214.0,0.3333333333333333,No,,,3.0,Young Adult,2.47989423076923,Moderate,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,9.9,4.51,1.74,1.12,8.87,0.009615384615384616,,,49.0,0.3333333333333333,Yes,,,1.0,Adult,2.3703846153846153,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,3.22,4.39,0.1,3.59,6.66,0.01963141025641026,,,235.0,1.0,Yes,,,2.0,Young Adult,0.459389423076923,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,10.02,3.42,3.72,0.79,8.65,0.009615384615384616,,,167.0,1.0,No,,,1.0,Young Adult,2.292884615384615,High,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,4.51,2.77,3.55,5.82,6.28,0.01963141025641026,,,25.0,,No,,,2.0,Adult,0.7438894230769226,Unknown,1
18,Female,Mixed,Smartphone_Addiction,Global,Global,4.58,2.26,2.63,3.74,8.78,0.0296474358974359,,,139.0,,Yes,,,3.0,Teen,0.19489423076923074,Unknown,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,9.87,0.87,3.85,4.99,5.65,0.009615384615384616,,,135.0,1.0,Yes,,,1.0,Young Adult,2.457884615384615,High,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,11.89,5.8,1.82,1.7,6.87,0.0296474358974359,,,57.0,1.0,No,,,3.0,Young Adult,3.666394230769231,High,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,4.44,5.71,1.17,5.18,5.42,0.01963141025641026,,,27.0,0.3333333333333333,No,,,2.0,Young Adult,1.3323894230769229,Moderate,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,9.29,3.68,0.66,1.89,7.37,0.009615384615384616,,,55.0,0.3333333333333333,Yes,,,1.0,Adult,2.332384615384615,Moderate,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,7.72,0.96,2.55,1.76,6.42,0.009615384615384616,,,110.0,,Yes,,,1.0,Adult,1.5648846153846154,Unknown,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,3.06,3.89,3.38,3.53,5.12,0.009615384615384616,,,140.0,,No,,,1.0,Young Adult,0.6333846153846153,Unknown,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,9.86,1.65,1.58,0.86,7.31,0.009615384615384616,,,207.0,0.3333333333333333,Yes,,,1.0,Adult,2.239384615384615,Moderate,1
20,Male,Mixed,Smartphone_Addiction,Global,Global,3.29,1.13,1.21,3.46,5.65,0.009615384615384616,,,52.0,,Yes,,,1.0,Young Adult,0.1938846153846152,Unknown,1
24,Other,Mixed,Smartphone_Addiction,Global,Global,6.77,5.98,0.54,1.82,4.67,0.0296474358974359,,,210.0,1.0,Yes,,,3.0,Young Adult,2.3413942307692297,High,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,10.89,4.02,0.79,3.01,8.13,0.0296474358974359,,,167.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.79739423076923,Moderate,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,10.84,4.4,0.88,2.82,8.55,0.0296474358974359,,,129.0,1.0,No,,,3.0,Young Adult,2.75289423076923,High,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,4.86,0.51,1.5,5.5,4.79,0.01963141025641026,,,24.0,,No,,,2.0,Young Adult,0.8253894230769231,Unknown,1
18,Other,Mixed,Smartphone_Addiction,Global,Global,9.17,2.08,3.16,2.32,4.62,0.01963141025641026,,,104.0,1.0,Yes,,,2.0,Teen,2.603389423076923,High,1
23,Other,Mixed,Smartphone_Addiction,Global,Global,7.64,3.72,1.18,1.15,4.53,0.01963141025641026,,,229.0,,No,,,2.0,Young Adult,2.331889423076923,Unknown,1
24,Other,Mixed,Smartphone_Addiction,Global,Global,4.1,5.1,2.83,2.55,7.64,0.0296474358974359,,,198.0,1.0,Yes,,,3.0,Young Adult,0.6808942307692305,High,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,4.74,3.01,1.78,2.17,6.07,0.0296474358974359,,,89.0,,No,,,3.0,Adult,0.9053942307692306,Unknown,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,11.45,4.6,2.71,3.78,4.71,0.01963141025641026,,,47.0,1.0,Yes,,,2.0,Young Adult,3.761389423076922,High,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,9.17,5.09,1.85,4.37,6.98,0.009615384615384616,,,65.0,1.0,No,,,1.0,Adult,2.579884615384615,High,1
18,Other,Mixed,Smartphone_Addiction,Global,Global,11.72,0.61,3.63,2.47,8.56,0.0296474358974359,,,248.0,0.3333333333333333,No,,,3.0,Teen,2.490394230769231,Moderate,1
31,Other,Mixed,Smartphone_Addiction,Global,Global,3.61,5.39,3.37,5.05,5.09,0.0296474358974359,,,175.0,1.0,No,,,3.0,Adult,1.0628942307692304,High,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,8.37,1.5,1.3,4.86,7.04,0.0296474358974359,,,133.0,0.3333333333333333,Yes,,,3.0,Young Adult,1.7553942307692298,Moderate,1
24,Female,Mixed,Smartphone_Addiction,Global,Global,10.07,5.94,3.19,1.73,7.69,0.009615384615384616,,,214.0,1.0,No,,,1.0,Young Adult,2.880384615384615,High,1
21,Other,Mixed,Smartphone_Addiction,Global,Global,3.79,2.64,2.2,5.88,8.32,0.009615384615384616,,,155.0,,Yes,,,1.0,Young Adult,0.06138461538461526,Unknown,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,4.63,4.77,0.81,4.4,7.18,0.0296474358974359,,,116.0,1.0,Yes,,,3.0,Young Adult,0.9088942307692306,High,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,9.13,0.89,2.69,4.0,8.5,0.009615384615384616,,,170.0,1.0,No,,,1.0,Adult,1.6318846153846154,High,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,9.66,4.61,2.92,3.65,7.9,0.0296474358974359,,,142.0,1.0,Yes,,,3.0,Young Adult,2.5013942307692303,High,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,9.26,5.64,3.65,5.21,5.49,0.0296474358974359,,,153.0,0.3333333333333333,No,,,3.0,Young Adult,2.99789423076923,Moderate,1
29,Female,Mixed,Smartphone_Addiction,Global,Global,9.6,5.8,2.24,3.88,6.28,0.01963141025641026,,,186.0,1.0,Yes,,,2.0,Young Adult,2.979889423076923,High,1
25,Female,Mixed,Smartphone_Addiction,Global,Global,3.46,5.5,2.27,4.05,6.62,0.0296474358974359,,,147.0,1.0,No,,,3.0,Young Adult,0.7208942307692305,High,1
32,Male,Mixed,Smartphone_Addiction,Global,Global,9.16,4.03,1.01,4.9,5.75,0.0296474358974359,,,237.0,1.0,Yes,,,3.0,Adult,2.66939423076923,High,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,8.76,5.59,1.14,1.78,7.96,0.009615384615384616,,,232.0,0.3333333333333333,No,,,1.0,Adult,2.315384615384615,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,5.25,3.69,3.68,1.65,7.25,0.0296474358974359,,,104.0,,Yes,,,3.0,Young Adult,0.9498942307692305,Unknown,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,6.27,5.2,1.8,4.66,8.65,0.0296474358974359,,,147.0,1.0,Yes,,,3.0,Adult,1.25339423076923,High,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,5.78,5.03,3.96,4.22,6.7,0.01963141025641026,,,197.0,1.0,Yes,,,2.0,Adult,1.443389423076923,High,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,3.85,5.57,2.55,1.56,7.46,0.0296474358974359,,,184.0,1.0,Yes,,,3.0,Adult,0.6998942307692307,High,1
23,Other,Mixed,Smartphone_Addiction,Global,Global,4.34,1.59,2.85,2.27,4.56,0.0296474358974359,,,68.0,,No,,,3.0,Young Adult,0.8543942307692307,Unknown,1
28,Female,Mixed,Smartphone_Addiction,Global,Global,9.14,0.74,0.75,0.98,9.0,0.009615384615384616,,,55.0,0.3333333333333333,No,,,1.0,Young Adult,1.5128846153846154,Moderate,1
28,Female,Mixed,Smartphone_Addiction,Global,Global,10.28,2.07,1.8,1.94,7.6,0.009615384615384616,,,68.0,1.0,No,,,1.0,Young Adult,2.3913846153846148,High,1
20,Male,Mixed,Smartphone_Addiction,Global,Global,5.63,4.86,1.32,0.68,5.59,0.0296474358974359,,,111.0,0.3333333333333333,No,,,3.0,Young Adult,1.5903942307692307,Moderate,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,3.37,1.12,1.01,1.57,8.88,0.01963141025641026,,,87.0,,No,,,2.0,Teen,-0.42261057692307713,Unknown,1
21,Other,Mixed,Smartphone_Addiction,Global,Global,7.96,1.87,2.65,1.01,7.36,0.01963141025641026,,,142.0,0.3333333333333333,Yes,,,2.0,Young Adult,1.600389423076923,Moderate,1
30,Female,Mixed,Smartphone_Addiction,Global,Global,3.93,1.35,3.48,5.48,6.93,0.01963141025641026,,,80.0,,No,,,2.0,Adult,0.19788942307692292,Unknown,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,9.25,1.87,0.02,1.91,6.16,0.009615384615384616,,,227.0,1.0,Yes,,,1.0,Adult,2.288884615384615,High,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,6.86,3.25,1.95,3.46,8.11,0.009615384615384616,,,99.0,0.3333333333333333,No,,,1.0,Young Adult,1.2693846153846156,Moderate,1
19,Other,Mixed,Smartphone_Addiction,Global,Global,5.37,5.03,0.14,3.36,7.62,0.01963141025641026,,,231.0,1.0,Yes,,,2.0,Teen,1.115889423076923,High,1
18,Other,Mixed,Smartphone_Addiction,Global,Global,4.65,4.27,0.6,3.6,6.19,0.01963141025641026,,,106.0,1.0,Yes,,,2.0,Teen,1.0358894230769229,High,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,3.21,4.47,3.82,4.23,5.28,0.009615384615384616,,,34.0,1.0,No,,,1.0,Adult,0.7408846153846153,High,1
19,Other,Mixed,Smartphone_Addiction,Global,Global,7.11,3.8,3.58,5.52,6.22,0.009615384615384616,,,206.0,,Yes,,,1.0,Teen,1.8173846153846158,Unknown,1
20,Male,Mixed,Smartphone_Addiction,Global,Global,9.67,1.37,3.68,4.81,7.24,0.009615384615384616,,,48.0,1.0,Yes,,,1.0,Young Adult,2.144884615384615,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,4.56,2.8,3.46,5.44,5.07,0.01963141025641026,,,57.0,,No,,,2.0,Young Adult,1.0078894230769229,Unknown,1
32,Female,Mixed,Smartphone_Addiction,Global,Global,10.01,2.24,2.48,2.28,7.81,0.0296474358974359,,,157.0,0.3333333333333333,Yes,,,3.0,Adult,2.2863942307692304,Moderate,1
24,Female,Mixed,Smartphone_Addiction,Global,Global,4.36,4.31,2.07,4.32,7.84,0.0296474358974359,,,40.0,1.0,Yes,,,3.0,Young Adult,0.6133942307692307,High,1
31,Other,Mixed,Smartphone_Addiction,Global,Global,9.33,2.51,2.32,1.26,8.46,0.0296474358974359,,,145.0,0.3333333333333333,No,,,3.0,Adult,1.9588942307692303,Moderate,1
31,Other,Mixed,Smartphone_Addiction,Global,Global,10.98,5.73,1.76,4.32,5.66,0.01963141025641026,,,229.0,1.0,Yes,,,2.0,Adult,3.576389423076923,High,1
32,Female,Mixed,Smartphone_Addiction,Global,Global,9.25,3.08,2.19,3.45,4.56,0.01963141025641026,,,20.0,1.0,No,,,2.0,Adult,2.793389423076923,High,1
19,Other,Mixed,Smartphone_Addiction,Global,Global,11.95,0.98,3.62,3.33,7.23,0.01963141025641026,,,59.0,0.3333333333333333,Yes,,,2.0,Teen,2.8893894230769215,Moderate,1
22,Male,Mixed,Smartphone_Addiction,Global,Global,11.04,4.28,0.28,4.04,6.2,0.01963141025641026,,,50.0,1.0,Yes,,,2.0,Young Adult,3.271889423076922,High,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,11.47,0.68,1.55,4.44,6.94,0.0296474358974359,,,22.0,1.0,No,,,3.0,Adult,2.737394230769231,High,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,11.72,3.67,1.47,0.85,6.6,0.009615384615384616,,,154.0,0.3333333333333333,No,,,1.0,Adult,3.335384615384615,Moderate,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,5.14,2.55,2.74,0.96,6.3,0.009615384615384616,,,24.0,,No,,,1.0,Young Adult,0.924384615384615,Unknown,1
32,Male,Mixed,Smartphone_Addiction,Global,Global,3.02,4.36,1.89,4.31,8.01,0.009615384615384616,,,195.0,0.3333333333333333,No,,,1.0,Adult,0.11188461538461525,Moderate,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,7.21,1.07,3.8,3.09,5.78,0.0296474358974359,,,92.0,0.3333333333333333,No,,,3.0,Adult,1.5368942307692304,Moderate,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,7.08,1.33,3.65,2.77,7.51,0.0296474358974359,,,103.0,,Yes,,,3.0,Adult,1.1843942307692303,Unknown,1
33,Male,Mixed,Smartphone_Addiction,Global,Global,3.46,1.08,2.22,2.49,7.77,0.01963141025641026,,,23.0,,No,,,2.0,Adult,-0.1751105769230771,Unknown,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,9.33,3.9,0.13,0.57,7.54,0.0296474358974359,,,178.0,1.0,No,,,3.0,Young Adult,2.3513942307692304,High,1
32,Female,Mixed,Smartphone_Addiction,Global,Global,9.07,4.1,3.44,2.34,5.54,0.0296474358974359,,,173.0,1.0,No,,,3.0,Adult,2.6903942307692303,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,6.12,2.61,2.71,3.89,7.84,0.009615384615384616,,,191.0,0.3333333333333333,No,,,1.0,Young Adult,0.9683846153846154,Moderate,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,10.01,1.66,1.17,5.68,8.04,0.009615384615384616,,,237.0,1.0,Yes,,,1.0,Young Adult,2.1473846153846154,High,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,10.82,4.84,3.18,2.68,7.08,0.0296474358974359,,,220.0,1.0,Yes,,,3.0,Young Adult,3.1058942307692305,High,1
